tokenized,sentiment,sentiment_nb,sentiment_svm,sentiment_vader,sentiment_textblob
"['vivo', 'en', 'excellent', 'estado', 'mi', 'nova', 'estate', 'preocupada', 'torque', 'fué', 'su', 'primer', 'camera', 'de', 'cellular', 'por', 'internet', 'pero', 'queó', 'felix']",positive,positive,positive,positive,neutral
"['overall', 'good', 'purchase', 'fast', 'ship', 'phone', 'almost', 'great', 'get', 'yr', 'old', 'first', 'phone', 'type', 'return', 'anything', 'deal', 'one', 'issue', 'front', 'camera', 'broken', 'stay', 'pink', 'suck', 'main', 'use', 'send', 'back', 'wait', 'another', 'anyway', 'bad', 'refurbish', 'buy', 'else', 'great']",neutral,neutral,neutral,positive,positive
"['good', 'product']",positive,positive,positive,positive,positive
"['purchase', 'phone', 'base', 'many', 'good', 'review', 'phone', 'arrive', 'quickly', 'cosmetically', 'beautiful', 'scratch', 'wing', 'cent', 'phone', 'functional', 'battery', 'life', 'arrival', 'month', 'later', 'look', 'phone', 'premium', 'rating', 'since', 'use', 'phone', 'game', 'internet', 'occasional', 'texting', 'probably', 'ok']",positive,positive,positive,positive,positive
"['phone', 'seem', 'fine', 'product', 'description', 'say', 'would', 'need', 'get', 'sim', 'card', 'provider', 'phone', 'use', 'sim', 'sim', 'tray', 'phone', 'cause', 'confusion']",positive,positive,positive,negative,positive
"['good', 'condition']",positive,positive,positive,positive,positive
"['though', 'phone', 'either', 'low', 'battery', 'health', 'scratch', 'screen', 'fault', 'didn', '’', 't', 'find', 'fault']",positive,positive,positive,negative,neutral
"['super', 'happy', 'iphone', 'battery', 'capacity', 'great', 'shape', 'price']",positive,positive,positive,positive,positive
"['phone', 'deliver', 'three', 'day', 'early', 'work', 'great', 'setup', 'information', 'transfer', 'seamless', 'new', 'phone', 'ready', 'use', 'minute', 'first', 'time', 'ever', 'buy', 'phone', 'cell', 'phone', 'service', 'provider', 'could', 'please', 'experience', 'definitely', 'buy', 'seller']",positive,positive,positive,positive,positive
"['phone', 'look', 'brand', 'new', 'even', 'scratch', 'could', 'happier', 'purchase', 'highly', 'recommend']",positive,positive,positive,neutral,positive
"['awesome', 'product', 'choose', 'excellent', 'unlocked', 'version', 'absolutely', 'issue', 'connect', 'phone', 'brand', 'new', 'condition', 'bluish', 'scratch', 'damage', 'sort', 'would', 'recommend', 'seller', 'anybody']",positive,positive,positive,positive,positive
"['enjoy', 'phone', 'since', 'moment', 'i', '’', 've', 'gotten', 'battery', 'life', '’', 's', 'great', 'easy', 'use', 'get', 'used', 'feature', 'like', 'week']",positive,positive,positive,positive,positive
"['i', '’', 'm', 'impressed', 'reliability', 'phone', 'second', 'purchase', 'seller', 'great', 'experience']",positive,positive,positive,positive,positive
"['nice', 'quality', 'phone', 'scratch', 'outside', 'phone', 'nothing', 'major', 'battery', 'health', 'ok', 'it', '’', 's', 'bad', 'could', 'better', 'price', 'phone', 'good']",positive,positive,positive,positive,positive
"['arrive', 'perfect', 'condition']",positive,positive,positive,positive,positive
"['phone', 'use', 'look', 'like', 'brand', 'new', 'i', '’', 'm', 'impressed…']",positive,positive,positive,positive,positive
"['experienced', 'span', 'hour', 'due', 'work', 'couldn', '’', 't', 'keep', 'device', 'performance', 'issue', 'experience', 'need', 'phone', 'quick', 'last', 'phone', 'die', 'appreciate', 'quick', 'turn', 'around', 'order', 'delivery', 'device', 'issuesfor', 'starter', 'refurbish', 'one', 'order', 'receive', 'take', 'long', 'time', 'set', 'couldn', '’', 't', 'pair', 'another', 'device', 'get', 'everything', 'transfer', 'tried', 'would', 'see', 'late', 'update', 'would', 'take', 'day', 'complete', 'timeline', 'never', 'change', 'reach', 'apple', 'help', 'get', 'set', 'however', 'several', 'performance', 'issue', 'device', 'receivedtotal', 'time', 'take', 'get', 'phone', 'set', 'hoursdetails', 'start', 'pm', 'soon', 'device', 'deliver', 'see', 'update', 'still', 'complete', 'around', 'pm', 'work', 'apple', 'support', 'get', 'device', 'finally', 'set', 'around', 'performance', 'issuesthe', 'charge', 'port', 'loose', 'even', 'device', 'connect', 'plug', 'charger', 'wouldn', '’', 't', 'always', 'charge', 'also', 'impacted', 'connection', 'airplay', 'drive', 'phone', 'would', 'sit', 'seat', 'beside', 'plug', 'move', 'slightly', 'connection', 'wouldn', '’', 't', 'work', 'i', '’', 'd', 'plug', 'plug', 'back', 'it', '’', 's', 'tight', 'enough', 'keep', 'good', 'connectionthere', 'issue', 'screen', 'responsiveness', 'phantom', 'type', 'need', 'tap', 'select', 'anything', 'close', 'edge', 'screen', 'wouldn', '’', 't', 'register', 'time', 'screen', 'wouldn', '’', 't', 'respond', 'face', 'pick', 'would', 'see', 'randomly', 'type', 'character', 'home', 'screen', 'search', 'box', 'would', 'manually', 'turn', 'screen', 'side', 'button', 'stopthere', 'also', 'issue', 'front', 'face', 'camera', 'sensor', 'camera', 'really', 'fuzzy', 'able', 'pick', 'anything', 'time', 'sensor', 'wouldn', '’', 't', 'always', 'correctly', 'adjust', 'screen', 'brightness', 'night', 'physical', 'device', 'also', 'scratch', 'cent', 'don', '’', 't', 'care', 'cosmetic', 'much', 'phone', 'receive', 'along', 'line', 'poor', 'condition', 'overallfor', 'seller', 'think', 'would', 'good', 'idea', 'intensive', 'performance', 'test', 'phonesdevices', 'send', 'also', 'include', 'correct', 'setup', 'instruction', 'device', 'customer', 'set', 'run', 'ease', 'waste', 'half', 'day', 'try', 'get', 'phone', 'setup', 'workoverall', 'issue', 'hassle', 'experienced', 'device', 'send', 'cost', 'effective', 'go', 'buy', 'model', 'new', 'condition', 'additional', 'local', 'best', 'buy']",negative,negative,negative,positive,positive
"['perfect', 'condition']",positive,positive,positive,positive,positive
['perfect'],positive,positive,positive,positive,positive
['excellent'],positive,positive,positive,neutral,neutral
"['phone', 'quality', 'great', 'battery', 'health', 'last', 'long']",positive,positive,positive,positive,positive
"['scratch', 'issue', 'seller', 'product', 'look', 'like', 'new', 'zero', 'wear', 'tear', 'issue', 'back', 'shin', 'like', 'new']",positive,positive,positive,positive,positive
['want'],positive,positive,positive,neutral,neutral
"['think', 'get', 'pretty', 'much', 'brand', 'new', 'phone', 'laugh', 'loud', 'battery', 'health', 'wise', 'whatever', 'everything', '’', 's', 'perfect', 'set']",positive,positive,positive,positive,positive
"['love', 'phone', 'great', 'condition', 'excellent', 'purchase', 'minor', 'scratch', 'big', 'enough', 'spoil', 'look', 'battery', 'health', 'annoy', 'wasn', '’', 't', 'bad', 'buy', 'around']",positive,positive,positive,negative,neutral
"['mi', 'ija', 'está', 'muy', 'content', 'el', 'telefono', 'function', 'muy', 'bien']",positive,positive,positive,positive,neutral
"['phone', 'look', 'great', 'everything', 'transfer', 'perfectly', 'issue', 'battery', 'percent', 'good']",positive,positive,positive,positive,positive
"['think', 'phone', 'amaze', 'size', 'isn', '’', 't', 'exactly', 'like', 'picture', 'think', 'it', '’', 's', 'amazing', 'charge', 'fast', 'dy', 'little', 'bit', 'quickly', 'that', '’', 's', 'ok', 'really', 'like', 'phone', 'overall']",positive,positive,positive,positive,positive
"['screen', 'quality', 'excellent', 'touch', 'screen', 'good', 'sound', 'quality', 'good', 'battery', 'good', 'overall', 'everything', 'good', 'phone', 'slot', 'physical', 'sim', 'card', 'need', 'virtually', 'happy', 'purchase', 'come', 'today', 'anything', 'else', 'noticeable', 'give', 'review']",positive,positive,positive,positive,positive
"['happy', 'receive', 'iphone', 'beautiful', 'like']",positive,positive,positive,positive,positive
"['pleased', 'easy', 'set', 'work', 'like', 'charmthank', 'excellent', 'transaction']",positive,positive,positive,positive,positive
"['first', 'phone', 'incredibly', 'smooth', 'use', 'everything', 'run', 'without', 'hitch—whether', 'it', '’', 's', 'basic', 'task', 'heavy', 'apps', 'it', '’', 's', 'fast', 'responsive', 'lag', 'make', 'experience', 'enjoyablethen', 'there', '’', 's', 'design—it', 'look', 'amazing', 'sleek', 'stylish', 'build', 'feel', 'premium', 'hand', 'it', '’', 's', 'simple', 'classy', 'honestly', 'it', '’', 's', 'way', 'well', 'expectedthe', 'camera', 'another', 'highlight', 'photo', 'videos', 'come', 'super', 'clear', 'vibrant', 'color', 'sharp', 'detail', 'love', 'capture', 'moment', 'phone', 'perfect', 'let', '’', 's', 'talk', 'price—such', 'great', 'value', 'money', 'offer', 'it', '’', 's', 'absolute', 'steal', 'honestly', 'feel', 'like', 'get', 'pay', 'forall', 'fantastic', 'phone', 'totally', 'worth', 'buying', 'i', '’', 'd', 'recommend', 'anyone', 'heartbeat', 'thanks', 'amazon', 'awesome', 'product']",positive,positive,positive,positive,positive
"['order', 'phone', 'overall', 'decent', 'price', 'nice', 'phone', 'however', 'flaws', 'example', 'much', 'many', 'setting', 'phone', 'limit', 'option', 'setting', 'pretty', 'much', 'basic', 'setting', 'well', 'top', 'screen', 'scroll', 'finger', 'basic', 'option', 'overall', 'found', 'simple', 'yet', 'nice', 'price', 'phone', 'one', 'thing', 'dislike', 'sound', 'quality', 'take', 'phone', 'there', 'advance', 'option', 'increase', 'volume', 'volume', 'lower', 'expect', 'compare', 'phone', 'already', 'volume', 'high', 'however', 'sound', 'clear', 'help', 'hear', 'person', 'say', 'yet', 'would', 'really', 'nice', 'advanced', 'option', 'increase', 'volume', 'one', 'thing', 'notice', 'last', 'update', 'sure', 'suppose', 'like', 'try', 'updating', 'say', 'date', 'little', 'odd', 'thing', 'overall', 'decent', 'satisfy', 'get', 'pay', 'rightupdatephone', 'last', 'month', 'screen', 'literally', 'come', 'show', 'pic', 'either', 'get', 'fix', 'dont', 'find', 'worth']",negative,negative,negative,positive,positive
"['first', 'smartphone', 'love', 'easy', 'use', 'color', 'size', 'screen', 'great', 'battery', 'life', 'long', 'sound', 'quality', 'great', 'feel', 'great', 'hand', 'color', 'resolution', 'great', 'photo', 'great', 'highly', 'recommend', 'phone', 'anyone', 'look', 'replacement', 'screen', 'display', 'great', 'bright', 'clear', 'volume', 'great']",positive,positive,positive,positive,positive
"['worst', 'phone', 'ever', 'hour', 'act', 'malfunction', 'mess', 'never', 'get', 'refund', 'soon', 'possible', 'phone', 'look', 'nice', 'garbage']",negative,negative,negative,negative,negative
"['phone', 'screen', 'display', 'excellent', 'accurate', 'color', 'reproduction', 'moderate', 'brightness', 'even', 'bright', 'light', 'screen', 'refresh', 'rate', 'high', 'smooth', 'sliding', 'page', 'picture', 'also', 'delicate', 'watch', 'videos', 'eyeprotection', 'mode', 'also', 'considerable', 'feel', 'tire', 'use', 'long', 'time']",positive,positive,positive,positive,positive
"['i', '’', 'm', 'open', 'mind', 'person', 'truly', 'try', 'like', 'product', 'really', 'want', 'like', 'use', 'product', 'phone', 'slowest', 'processor', 'i', '’', 've', 'even', 'see', 'take', 'forever', 'anything', 'phone', 'dual', 'sims', 'don', '’', 't', 'work', 'right', 'battery', 'charge', 'slow', 'it', '’', 's', 'charge', 'go', 'bottom', 'line', 'phone', 'horrible']",negative,negative,negative,negative,negative
"['phone', 'need', 'camera', 'great', 'phone', 'run', 'well', 'battery', 'life', 'long', 'go', 'wake', 'go', 'bed', 'without', 'charge', 'photo', 'great', 'overall', 'feel', 'high', 'quality', 'hand', 'think', 'hold', 'onto', 'phone', 'long', 'time']",positive,positive,positive,positive,positive
"['phone', 'stop', 'work', 'say', 'mobile', 'service', 'win', '’', 't', 'allow', 'connect', 'service', 'there', '’', 's', 'way', 'get', 'contact', 'seller', 'think', 'good', 'week', 'use', 'phone', 'waste']",negative,negative,negative,negative,positive
"['buy', 'phone', 'rush', 'think', 'buy', 'iphone', 'pro', 'max', 'get', 'realize', 'it', '’', 's', 'android', 'decide', 'keep', 'initially', 'use', 'spectrum', 'account', 'customer', 'care', 'inform', 'brand', 'add', 'service', 'it', '’', 's', 'l', 'pro', 'max', 'whatever', 'know', 'doesn', '’', 't', 'work', 'account', 'also', 'give', 'option', 'work', 'att', 'verizon', 'can', '’', 't', 'wont', 'connect', 'neither', 'able', 'use', 'want', 'money', 'back', 'point']",neutral,negative,neutral,positive,positive
"['get', 'dynamic', 'island', 'keep', 'accidentally', 'hit', 'button', 'hold', 'response', 'sometimes', 'slow', 'depend', 'wifi', 'can', '’', 't', 'fit', 'many', 'apps', 'see', 'like', 'phone', 'can', '’', 't', 'afford', 'iphone', 'pro', 'right']",positive,positive,positive,positive,positive
"['black', 'white', 'filter', 'come', 'phone', 'work', 'surprisingly', 'well', 'contrast', 'layering', 'strong', 'take', 'textured', 'photo', 'especially', 'shoot', 'street', 'humanity', 'subject', 'black', 'white', 'mode', 'make', 'picture', 'storytelling', 'need', 'rely', 'postcoloring', 'straightout', 'effect', 'sensational', 'suitable', 'user', 'prefer', 'minimalist', 'style']",positive,positive,positive,positive,positive
"['seem', 'like', 'nice', 'phone', 'doesn', '’', 't', 'work', 'carrier', 'unlock', 'accord', 'carrier', 'use']",neutral,positive,neutral,positive,positive
"['nice', 'condition']",positive,positive,positive,positive,positive
"['even', 'though', 'verizon', 'store', 'negative', 'negative', 'statement', 'phone', 'work', 'well', 'bad', 'price', 'one', 'price', 'appearance', 'look', 'like', 'iphone', 'button', 'opposite', 'side', 'store', 'google', 'take', 'minute', 'learn', 'phone', 'get', 'job', 'do', 'doesn', '’', 't', 'hurt', 'pocket']",neutral,negative,neutral,negative,neutral
"['happy', 'purchase', 'issue', 'performance', 'phone', 'believe', 'absolutely', 'nothing', 'else', 'price', 'point', 'phone', 'performance', 'price', 'big', 'standout', 'point', 'phone']",positive,positive,positive,positive,positive
"['love', 'phone', 'priceperformance', 'ratio', 'impressive', 'phone', 'lightweight', 'easy', 'set', 'start', 'use', 'right', 'away', 'battery', 'life', 'long', 'easily', 'last', 'full', 'day', 'moderate', 'use', 'quality', 'workmanship', 'solid', 'device', 'run', 'well', 'battery', 'seem', 'good', 'would', 'definitely', 'recommend', 'phone']",positive,positive,positive,positive,positive
"['performance', 'also', 'surprisingly', 'good', 'apps', 'open', 'faster', 'multitasking', 'feel', 'smoother', 'experience', 'serious', 'slowdown', 'app', 'crash', 'make', 'happy', 'value', 'money', 'compare', 'name', 'brand', 'easy', 'install', 'look', 'great', 'would', 'make', 'great', 'gift']",positive,positive,positive,positive,positive
"['son', 'love', 'phone']",neutral,positive,positive,positive,neutral
"['phone', 'please', 'read', 'purchase']",neutral,positive,neutral,positive,neutral
"['phone', 'perfect', 'thing', 'work', 'slow']",neutral,positive,neutral,positive,positive
"['muy', 'content']",positive,positive,positive,neutral,neutral
"['phone', 'look', 'nice', 'slow', 'language', 'chinese', 'good', 'u']",negative,negative,negative,negative,neutral
"['couldn', '’', 't', 'get', 'work', 'i', '’', 'm', 'sending', 'back']",negative,negative,negative,neutral,neutral
"['large', 'memory', 'phone', 'load', 'shopping', 'app', 'compare', 'price', 'grab', 'coupon', 'leave', 'single', 'one', 'behind']",positive,positive,positive,neutral,negative
"['fast', 'waste', 'money']",negative,negative,negative,negative,negative
"['first', 'phone', 'phone', 'perfect', 'size', 'feature', 'smartphones', 'great', 'battery', 'life', 'costeffective', 'recommend', 'phone', 'need']",positive,positive,positive,positive,positive
"['little', 'slow']",negative,positive,negative,neutral,negative
"['great', 'phone', 'big', 'upgrade', 'previous', 'phone', 'transfer', 'old', 'phone', 'one', 'quick', 'easy', 'exactly', 'want', 'simple', 'use']",positive,positive,positive,positive,positive
"['phone', 'competes', 'big', 'brand', 'way', 'graphic', 'good', 'loud', 'touch', 'smooth', 'easy', 'use', 'pretty', 'good', 'phone']",positive,positive,positive,positive,positive
"['good', 'phone', 'price', 'every', 'aspect', 'everyday', 'use', 'phone', 'great', 'definitely', 'recommend', 'phone']",positive,positive,positive,positive,positive
"['excellent', 'smartphone', 'stand', 'devicecrowded', 'market', 'feature', 'compact', 'premium', 'design', 'stylish', 'easy', 'operate', 'far', 'everything', 'work', 'fine']",positive,positive,positive,positive,positive
"['finally', 'receive', 'phone', 'best', 'birthday', 'gift', 'grand', 'stylish', 'generous', 'affordable', 'easy', 'operate', 'good', 'photo', 'effect', 'worth', 'buy']",positive,positive,positive,positive,positive
"['camera', 'phone', 'powerful', 'night', 'mode', 'especially', 'good', 'take', 'picture', 'like', 'professional', 'camera', 'color', 'richer', 'contrast', 'high', 'view', 'experience', 'high', 'level']",positive,positive,positive,positive,positive
