tokenized,topic
"['screen', 'display', 'excellent', 'accurate', 'color', 'reproduction', 'moderate', 'brightness', 'even', 'bright', 'light', 'screen', 'refresh', 'rate', 'high', 'smooth', 'sliding', 'page', 'picture', 'also', 'delicate', 'watching', 'video', 'mode', 'also', 'considerate', 'wo', 'feel', 'tired', 'using', 'long', 'time']",2
"['open', 'minded', 'person', 'truly', 'try', 'like', 'product', 'really', 'wanted', 'like', 'use', 'product', 'slowest', 'processor', 'even', 'seen', 'take', 'forever', 'anything', 'dual', 'sims', 'work', 'right', 'battery', 'charge', 'slow', 'charging', 'go', 'bottom', 'line', 'horrible']",2
"['need', 'camera', 'great', 'run', 'well', 'battery', 'life', 'long', 'go', 'waking', 'going', 'bed', 'without', 'charge', 'photo', 'great', 'overall', 'feel', 'high', 'quality', 'hand', 'think', 'holding', 'onto', 'long', 'time']",0
"['stopped', 'working', 'say', 'mobile', 'service', 'allow', 'connect', 'service', 'way', 'getting', 'contact', 'seller', 'thought', 'good', 'week', 'use', 'waste']",3
"['bought', 'rush', 'thought', 'buying', 'max', 'get', 'realize', 'android', 'decided', 'keep', 'initially', 'use', 'spectrum', 'account', 'customer', 'care', 'informed', 'brand', 'added', 'service', 'pro', 'max', 'whatever', 'know', 'work', 'account', 'also', 'give', 'option', 'work', 'verizon', 'connect', 'neither', 'able', 'use', 'want', 'money', 'back', 'point']",2
"['get', 'dynamic', 'island', 'keep', 'accidentally', 'hitting', 'button', 'holding', 'response', 'sometimes', 'slow', 'depending', 'fit', 'many', 'apps', 'see', 'like', 'afford', 'pro', 'right']",1
"['black', 'white', 'filter', 'come', 'work', 'surprisingly', 'well', 'contrast', 'layering', 'strong', 'take', 'textured', 'photo', 'especially', 'shooting', 'street', 'humanity', 'subject', 'black', 'white', 'mode', 'make', 'picture', 'storytelling', 'need', 'rely', 'effect', 'sensational', 'suitable', 'user', 'prefer', 'minimalist', 'style']",3
"['seemed', 'like', 'nice', 'work', 'carrier', 'unlocked', 'according', 'carrier', 'use']",2
"['even', 'though', 'verizon', 'store', 'negative', 'negative', 'statement', 'work', 'well', 'bad', 'price', 'one', 'price', 'appearance', 'look', 'like', 'button', 'opposite', 'side', 'store', 'google', 'take', 'minute', 'learn', 'get', 'job', 'done', 'hurt', 'pocket']",3
"['happy', 'purchase', 'issue', 'performance', 'believe', 'absolutely', 'nothing', 'else', 'price', 'point', 'performance', 'price', 'biggest', 'standout', 'point']",3
"['love', 'ratio', 'impressive', 'lightweight', 'easy', 'set', 'start', 'using', 'right', 'away', 'battery', 'life', 'long', 'easily', 'last', 'full', 'day', 'moderate', 'use', 'quality', 'workmanship', 'solid', 'run', 'well', 'battery', 'seems', 'good', 'would', 'definitely', 'recommend']",0
"['performance', 'also', 'surprisingly', 'good', 'apps', 'open', 'faster', 'multitasking', 'feel', 'smoother', 'experience', 'serious', 'slowdown', 'app', 'crash', 'make', 'happy', 'value', 'money', 'compared', 'name', 'brand', 'easy', 'install', 'look', 'great', 'would', 'make', 'great', 'gift']",2
"['son', 'love']",1
"['please', 'read', 'purchase']",3
"['perfect', 'thing', 'working', 'slow']",1
"['look', 'nice', 'slow', 'language', 'chinese', 'good', 'u']",0
"['get', 'work', 'sending', 'back']",3
"['large', 'memory', 'load', 'shopping', 'app', 'compare', 'price', 'grab', 'coupon', 'leave', 'single', 'one', 'behind']",1
"['fast', 'waste', 'money']",3
"['first', 'perfect', 'size', 'feature', 'smartphones', 'great', 'battery', 'life', 'recommend', 'need']",0
"['little', 'slow']",1
"['great', 'big', 'upgrade', 'previous', 'transfer', 'old', 'one', 'quick', 'easy', 'exactly', 'want', 'simple', 'use']",2
"['competes', 'big', 'brand', 'way', 'graphic', 'good', 'loud', 'touch', 'smooth', 'easy', 'use', 'pretty', 'good']",1
"['good', 'price', 'every', 'aspect', 'everyday', 'use', 'great', 'definitely', 'recommend']",0
"['excellent', 'smartphone', 'stand', 'market', 'feature', 'compact', 'premium', 'design', 'stylish', 'easy', 'operate', 'far', 'everything', 'working', 'fine']",0
"['finally', 'received', 'best', 'birthday', 'gift', 'grandma', 'stylish', 'generous', 'affordable', 'easy', 'operate', 'good', 'photo', 'effect', 'worth', 'buying']",0
"['camera', 'powerful', 'night', 'mode', 'especially', 'good', 'taking', 'picture', 'like', 'professional', 'camera', 'color', 'richer', 'contrast', 'higher', 'viewing', 'experience', 'higher', 'level']",0
"['love', 'battery', 'great', 'camera', 'pretty', 'good', 'cheap', 'lot', 'storage']",0
"['capture', 'function', 'cell', 'really', 'powerful', 'easy', 'capture', 'wonderful', 'moment', 'life', 'good', 'memory', 'longer', 'missed']",1
"['unique', 'design', 'look', 'great', 'hand', 'amazing', 'quality', 'mention', 'picture', 'quality', 'storage', 'space', 'excellent', 'feature', 'long', 'battery', 'life', 'perfect', 'charging', 'highly', 'recommended']",0
"['sleek', 'smooth', 'design', 'durable', 'camera', 'great', 'battery', 'life', 'long', 'charge', 'quickly']",0
"['quality', 'good', 'surprisingly', 'excellent', 'display', 'effect', 'delicate', 'clear', 'lag', 'run', 'fast', 'smooth', 'photo', 'also', 'clear', 'charging', 'speed', 'fast', 'battery', 'capacity', 'large', 'enough', 'use', 'day']",0
"['loved', 'purchased', 'love', 'everything', 'came', 'like', 'new', 'single', 'issue', 'money', 'definitely', 'worth', 'totally', 'recommend', 'anybody', 'want']",2
"['camera', 'fantastic', 'versatile', 'video', 'stabilization', 'almost', 'optimal', 'also', 'color', 'clarity', 'screen', 'good']",2
"['look', 'good', 'scratch', 'fast', 'changed', 'work', 'great', 'battery', 'good', 'look', 'like', 'barely', 'used', 'great', 'value', 'received']",0
"['perfect', 'almost', 'fast', 'shipping', 'said', 'would', 'come', 'monday', 'came', 'friday', 'everything', 'work', 'well', 'got', 'everything', 'ordered', 'overall', 'good', 'experience', 'seller']",1
"['operating', 'experience', 'humanized', 'easy', 'use', 'night', 'shot', 'crisp', 'detailed', 'screen', 'brightness', 'automatically', 'adjusted', 'protect', 'eye']",2
"['screen', 'expressive', 'color', 'high', 'contrast', 'extremely', 'visually', 'appealing', 'providing', 'user', 'immersive', 'viewing', 'experience']",2
"['nice', 'excellent', 'performance', 'easy', 'data', 'transfer', 'loud', 'clear', 'speaker', 'great', 'picture', 'taking', 'feature']",0
"['love', 'come', 'case', 'charger', 'earphone', 'screen', 'protector', 'installed', 'performance', 'price', 'ratio', 'impressive', 'recommend', 'close', 'friend', 'buy']",0
"['bought', 'daughter', 'birthday', 'thinking', 'pro', 'max', 'whenever', 'opened', 'box', 'find', 'scam', 'disappointed', 'recommend', 'buying', 'android']",2
"['use', 'product', 'correctly', 'honestly', 'reason', 'come', 'someone', 'searching', 'deceptive', 'misleading', 'android']",2
"['easy', 'quick']",0
"['waste', 'money', 'add', 'service', 'next', 'went', 'blank', 'never', 'cut', 'back', 'flashed', 'welcome', 'service']",3
"['would', 'like', 'return', 'item', 'android', 'yeah', 'would', 'like', 'return']",2
"['originally', 'selected', 'said', 'came', 'search', 'android', 'read', 'everything', 'description', 'said', 'android', 'crap', 'heavy', 'paper', 'weight', 'slow', 'get', 'opportunity', 'get', 'certain', 'game', 'play']",3
"['scam', 'old', 'slow', 'android', 'waste', 'money', 'wish', 'could', 'given', 'zero', 'star']",2
"['thought', 'thought', 'pro', 'max', 'know']",2
"['first', 'come', 'android', 'everything', 'look', 'like', 'would', 'recommend', 'seller', 'ever', 'false', 'advertisement']",2
"['deceptive', 'could', 'give', 'negative', 'star', 'would', 'still', 'going', 'keep', 'still', 'work', 'please', 'read', 'review', 'wasting', 'time', 'money']",2
"['received', 'far', 'really', 'like', 'weight', 'perfect', 'feel', 'cheaply', 'made', 'nice', 'big', 'screen', 'update', 'issue', 'later']",1
"['phone', 'iphones', 'iphones', 'icon', 'power', 'android', 'facetime', 'anything', 'would', 'everything', 'done', 'google', 'play', 'disappointed', 'android', 'technology']",2
"['everything', 'really', 'good', 'return', 'process', 'fair', 'enough', 'time', 'return', 'daughter', 'stuck']",1
"['verizon', 'told', 'hooked', 'even', 'said', 'waste', 'money']",3
"['waste', 'money', 'work', 'wo', 'stay', 'charged', 'mobile', 'network']",3
"['scam', 'even', 'working']",0
"['give', 'false', 'advertising']",2
"['terrible', 'android', 'lol']",2
"['make', 'two', 'month', 'becoming', 'completely', 'useless']",1
"['iphones', 'would', 'like', 'refund', 'want', 'ad', 'false', 'advertising', 'happy', 'two', 'phone', 'bought']",2
"['use', 'sea', 'traveling', 'disappointed', 'got', 'service']",3
[],0
"['false', 'advertisement', 'real', 'know']",2
"['returned', 'phone', 'still', 'waiting', 'refund']",2
"['pro', 'max', 'like', 'said', 'definitely', 'disappointed', 'giving', 'gift']",2
"['like', 'five', 'phone', 'mashed', 'together', 'make', 'one', 'would', 'read', 'sim', 'card', 'buy']",2
"['ever', 'buy', 'b', 'sent', 'right', 'back']",3
"['icon', 'indeed', 'n', 'android']",2
[],0
['expecting'],2
"['thought', 'buying', 'terrible', 'photo', 'quality']",2
"['read', 'carefully', 'sent', 'back', 'immediately']",3
"['received', 'ordered', 'like', 'ordered']",0
[],0
"['also', 'signal', 'internet', 'working', 'slow']",1
"['noise', 'reduction', 'mode', 'turned', 'noisy', 'environment', 'vocal', 'clarity', 'improves', 'significantly', 'filtering', 'background', 'noise', 'practical', 'need', 'higher', 'sound', 'quality', 'connect', 'external', 'microphone', 'automatically', 'identify', 'optimize', 'recording', 'effect', 'suitable', 'professional', 'interview', 'music', 'recording']",3
"['health', 'fitness', 'apps', 'smart', 'help', 'stay', 'track', 'wellness', 'goal']",1
"['streaming', 'movie', 'playing', 'game', 'smart', 'offer', 'endless', 'entertainment', 'option']",3
"['system', 'interface', 'design', 'simple', 'beautiful', 'unified', 'style', 'icon', 'font', 'make', 'visual', 'effect', 'comfortable', 'operation', 'logic', 'clear', 'function', 'well', 'categorized', 'even', 'novice', 'get', 'started', 'quickly', 'theme', 'store', 'also', 'offer', 'wealth', 'personalization', 'option', 'user', 'freely', 'customize', 'according', 'preference']",1
"['battery', 'life', 'long', 'played', 'hour', 'game', 'without', 'needing', 'recharge', 'screen', 'bright', 'turning', 'brightness', 'help', 'camera', 'great', 'touch', 'screen', 'responsive', 'smooth', 'touch']",1
"['great', 'feature', 'seems', 'high', 'quality', 'quality', 'great', 'screen', 'clear', 'take', 'great', 'picture', 'easy', 'operate', 'learn', 'feature', 'great', 'screen', 'almost', 'impossible', 'break']",0
"['equipped', 'high', 'refresh', 'rate', 'screen', 'smooth', 'sliding', 'page', 'switching', 'apps', 'little', 'dragging', 'playing', 'game', 'screen', 'smoother', 'operation', 'responsive', 'improves', 'overall', 'experience', 'user', 'pursue', 'sense', 'smoothness', 'screen', 'performance', 'excellent']",1
"['happy', 'feature', 'problem', 'fingerprint', 'operating', 'system', 'easy', 'set', 'apps', 'run', 'well', 'make', 'call', 'take', 'picture', 'long', 'battery', 'life', 'feel', 'good', 'hand', 'ideal', 'work', 'great', 'daily', 'life', 'happy', 'feature']",0
"['take', 'best', 'photo', 'stunning', 'bright', 'clear', 'colorful', 'make', 'thing', 'much', 'easier', 'happy', 'performance', 'great', 'plenty', 'storage', 'left', 'call', 'text', 'touch', 'screen', 'speaker', 'everything', 'work', 'expected', 'complaint', 'issue']",3
"['fast', 'well', 'made', 'bright', 'screen', 'outstanding', 'camera', 'performance', 'great', 'battery', 'life', 'amazing', 'speed', 'super', 'fast', 'camera', 'love', 'many', 'different', 'option', 'little', 'setting', 'widget', 'honestly', 'favorite', 'far']",0
"['like', 'much', 'fast', 'take', 'great', 'picture', 'charge', 'fast', 'enough', 'long', 'battery', 'life', 'longer', 'cell', 'take', 'much', 'less', 'energy', 'charge', 'impressed', 'sound', 'wonderful', 'full', 'sound', 'speaker']",0
"['great', 'value', 'deal', 'impressed', 'overall', 'quality', 'unit', 'easy', 'set', 'get', 'started', 'right', 'away', 'battery', 'provides', 'excellent', 'battery', 'life', 'easily', 'last', 'full', 'day', 'moderate', 'use', 'build', 'quality', 'solid', 'overall', 'great', 'performance', 'quality', 'value']",0
"['voice', 'announcement', 'feature', 'cell', 'navigation', 'allows', 'drive', 'without', 'distraction', 'checking', 'screen', 'safe', 'sweet']",1
"['great', 'plenty', 'memory', 'really', 'great', 'happy', 'purchase', 'good', 'value', 'money', 'camera', 'good', 'quality', 'problem', 'screen', 'memory', 'capacity', 'good', 'enough', 'work', 'well', 'definitely', 'recommend']",0
"['reliable', 'glad', 'bought', 'work', 'great', 'transferring', 'data', 'old', 'breeze', 'guided', 'everything', 'battery', 'seems', 'good', 'would', 'definitely', 'recommend']",0
"['mobile', 'navigation', 'support', 'indoor', 'positioning', 'large', 'shopping', 'mall', 'parking', 'lot', 'indoor', 'place', 'also', 'easily', 'find', 'destination']",1
"['mobile', 'navigation', 'remembers', 'travel', 'habit', 'common', 'route', 'navigated', 'one', 'click', 'saving', 'time', 'effort']",0
"['older', 'android', 'hard', 'time', 'deciding', 'get', 'new', 'love', 'android', 'really', 'intrigued', 'google', 'asus', 'phone', 'galaxy', 'since', 'beginning', 'smart', 'phone', 'would', 'seem', 'well', 'looking', 'option', 'well', 'red', 'caught', 'attention', 'solely', 'color', 'know', 'good', 'part', 'everyone', 'know', 'seems', 'galaxy', 'never', 'owned', 'much', 'expensive', 'phone', 'looking', 'red', 'kept', 'coming', 'back', 'started', 'looking', 'difference', 'started', 'looking', 'refurbished', 'also', 'never', 'purchased', 'refurbished', 'price', 'difference', 'premium', 'excellent', 'condition', 'significantly', 'cheaper', 'buying', 'brand', 'new', 'went', 'back', 'forth', 'amazon', 'different', 'seller', 'based', 'review', 'ended', 'landing', 'option', 'sold', 'shipped', 'amazon', 'thought', 'likely', 'exactly', 'described', 'product', 'page', 'say', 'first', 'try', 'purchase', 'go', 'issue', 'monthly', 'insurance', 'plan', 'second', 'time', 'go', 'wait', 'probably', 'day', 'get', 'excited', 'like', 'kid', 'waiting', 'christmas', 'get', 'arrived', 'absolute', 'perfect', 'condition', 'went', 'premium', 'refurbished', 'option', 'delivery', 'incredibly', 'secure', 'driver', 'extra', 'helpful', 'arrived', 'could', 'time', 'opened', 'box', 'one', 'scratch', 'thing', 'would', 'tell', 'brand', 'new', 'come', 'charger', 'block', 'information', 'leaflet', 'would', 'otherwise', 'original', 'packaging', 'wait', 'activate', 'time', 'go', 'physical', 'carrier', 'store', 'backed', 'everything', 'old', 'took', 'maybe', 'minute', 'associate', 'carrier', 'store', 'set', 'transfer', 'everything', 'wanted', 'galaxy', 'service', 'worried', 'based', 'review', 'could', 'possibly', 'unlocked', 'carrier', 'one', 'main', 'reason', 'chose', 'buy', 'refurbished', 'option', 'sold', 'amazon', 'option', 'trusted', 'accuracy', 'description', 'said', 'beautiful', 'look', 'brand', 'new', 'work', 'like', 'brand', 'new', 'battery', 'life', 'box', 'easy', 'get', 'used', 'even', 'android', 'adult', 'life', 'definitely', 'recommend', 'product', 'amazon', 'seller', 'ensure', 'get', 'looking', 'happy', 'purchase', 'come', 'time', 'get', 'new', 'year', 'starting', 'time', 'red', 'color', 'beautiful']",2
"['amazon', 'reviewrather', 'going', 'nifty', 'upgraded', 'detail', 'feature', 'summary', 'key', 'feature', 'emphasis', 'amazon', 'renewed', 'program', 'terrific', 'good', 'battery', 'life', 'especially', 'compared', 'previous', 'mini', 'iteration', 'sport', 'smaller', 'battery', 'also', 'removed', 'physical', 'sim', 'slot', 'u', 'transferring', 'data', 'physical', 'sim', 'older', 'difficult', 'fairly', 'similar', 'previous', 'method', 'stable', 'bringing', 'iphones', 'together', 'follow', 'instruction', 'come', 'would', 'seem', 'may', 'case', 'bit', 'hiccup', 'may', 'occur', 'data', 'transfer', 'lost', 'case', 'u', 'initially', 'old', 'new', 'home', 'midway', 'reverted', 'cellular', 'network', 'result', 'data', 'transfer', 'took', 'slightly', 'longer', 'expected', 'still', 'managed', 'complete', 'within', 'approximately', 'data', 'using', 'cellular', 'network', 'network', 'faux', 'pa', 'disconnection', 'time', 'ordered', 'amazon', 'renewed', 'premium', 'program', 'first', 'time', 'actually', 'sold', 'third', 'party', 'experience', 'decent', 'given', 'discounted', 'price', 'reasonably', 'decent', 'quality', 'time', 'decided', 'go', 'amazon', 'renewed', 'premium', 'actually', 'sold', 'amazon', 'given', 'price', 'even', 'slightly', 'higher', 'believe', 'worthwhile', 'move', 'see', 'attached', 'picture', 'packaging', 'assurance', 'quality', 'also', 'renewed', 'condition', 'excellent', 'good', 'acceptable', 'depending', 'need', 'budget', 'may', 'suitable', 'alternative', 'however', 'since', 'made', 'purchase', 'condition', 'able', 'post', 'comment', 'price', 'condition', 'quality', 'definitely', 'exceeded', 'expectation', 'time', 'around', 'possible', 'may', 'lucky', 'time', 'around', 'perhaps', 'amazon', 'higher', 'standard', 'thus', 'product', 'especially', 'sold', 'directly', 'amazonhave', 'higher', 'probability', 'consistently', 'exceptional', 'compared', 'third', 'quite', 'impressed', 'satisfied', 'amazon', 'renewed', 'premium', 'condition', 'sold', 'amazon', 'likely', 'first', 'choice', 'going', 'forward', 'second', 'choice', 'amazon', 'renewed', 'premium', 'condition', 'sold', 'third', 'approximately', 'week', 'since', 'received', 'using', 'far', 'good', 'battery', 'capacity', 'remains']",1
